client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score,total_transactions,total_amount,avg_amount,ofac_matches,fatf_txn_flags,structuring_flags,rapid_movement_flags,trade_mispricing_flags,unique_counterparty_countries,client_country,composite_risk_score,risk_tier,kyc_risk_flag,sector_risk_enc,risk_score,risk_level,recommended_action
386,Mcclure Ltd,Financial Institution,Retail,Low,CN,0,0,0,0,0,0.0,20,37396.33,1869.8165,0,0,0,1,0,10,CN,0.0,Low,0,0,0.0017539598,Low Risk,No action required
387,"Hess, Marquez and Atkinson",NGO,Financial Services,Medium,JP,0,0,0,0,1,0.0,24,38216.78,1592.3658333333333,2,1,0,0,0,14,JP,5.5,High,1,1,0.99819595,Critical,Compliance team intervention
388,Castro Ltd,Individual,Real Estate,Medium,RU,0,0,0,1,0,0.0,19,45785.82,2409.78,1,0,0,1,0,11,RU,4.0,Medium,1,1,0.9985025,Critical,Compliance team intervention
389,Dean and Sons,Corporate,Crypto Exchange,High,LB,0,0,0,0,0,0.0,27,266098.52,9855.50074074074,0,0,0,3,0,12,LB,0.0,Low,0,2,0.0034177254,Low Risk,No action required
390,"Rios, Wright and Hancock",Corporate,Financial Services,Medium,CA,0,0,0,0,1,0.0,28,79520.38,2840.013571428572,0,0,1,1,0,12,CA,3.0,Medium,0,1,0.00421572,Low Risk,No action required
391,Harvey-Anderson,NGO,Retail,Low,UK,0,0,0,0,0,0.0,27,54805.3,2029.825925925926,1,0,0,0,0,12,UK,2.0,Low,1,0,0.9972807,Critical,Compliance team intervention
392,Jackson-Ray,Individual,Real Estate,Medium,FR,0,0,0,0,0,0.0,27,51820.87,1919.2914814814812,1,1,0,2,0,10,FR,2.0,Low,1,1,0.9969561,Critical,Compliance team intervention
393,Thornton LLC,Financial Institution,Import/Export,Medium,AF,0,0,0,0,0,0.0,26,57557.22,2213.7392307692307,0,0,0,2,0,14,AF,0.0,Low,0,1,0.0039569293,Low Risk,No action required
394,"Foster, Scott and Curtis",Individual,Import/Export,Medium,AU,0,0,0,0,0,0.0,29,75904.17,2617.385172413793,1,0,0,0,0,13,AU,2.0,Low,1,1,0.9982237,Critical,Compliance team intervention
395,"King, Murray and Mcdaniel",NGO,Retail,Low,AE,0,0,0,0,0,0.0,27,67248.78,2490.6955555555555,0,0,1,1,0,10,AE,1.5,Low,0,0,0.0028353147,Low Risk,No action required
396,Clark LLC,Individual,Real Estate,Medium,IR,0,0,1,1,0,0.0,34,70082.57,2061.2520588235298,1,0,0,2,0,11,IR,6.0,High,1,1,0.9979746,Critical,Compliance team intervention
397,"Wood, Gonzalez and Johnson",Corporate,Consulting,Low,SG,0,0,0,0,0,0.0,26,48339.39,1859.207307692308,0,0,0,1,0,11,SG,0.0,Low,0,0,0.0024306388,Low Risk,No action required
398,Schmitt Inc,NGO,Defense/Arms,High,LB,0,0,0,0,1,0.5,21,96818.0,4610.380952380952,0,0,1,0,0,11,LB,8.0,High,1,2,0.9961577,Critical,Compliance team intervention
399,"Patton, Johnson and Mendez",Corporate,Retail,Low,VE,0,0,0,1,0,0.5,23,55565.33,2415.8839130434785,0,0,0,0,0,12,VE,7.0,High,1,0,0.9968454,Critical,Compliance team intervention
400,English Ltd,Financial Institution,Consulting,Low,CH,0,0,0,0,0,0.0,23,42972.73,1868.379565217391,0,0,0,1,0,12,CH,0.0,Low,0,0,0.0023089116,Low Risk,No action required
401,Nelson-Owens,Corporate,Retail,Low,SG,0,0,0,0,0,0.5,39,79206.47,2030.935128205128,1,0,0,0,0,15,SG,7.0,High,1,0,0.99874264,Critical,Compliance team intervention
402,Lane Ltd,NGO,Energy/Oil,High,VE,0,0,0,1,1,0.0,24,235759.93,9823.330416666666,1,0,0,2,0,12,VE,5.5,High,1,2,0.99854124,Critical,Compliance team intervention
403,Li Ltd,Corporate,NGO/Charity,High,SY,1,1,0,1,0,0.5,25,154333.36000000002,6173.334400000001,21,7,1,1,0,8,SY,56.5,Critical,1,2,0.99852824,Critical,Compliance team intervention
404,Martin-Baker,Corporate,Crypto Exchange,High,DE,0,0,0,0,0,0.0,27,149694.93,5544.256666666666,0,0,0,2,0,13,DE,0.0,Low,0,2,0.0028118491,Low Risk,No action required
405,"Hardin, Sanchez and Stewart",Corporate,NGO/Charity,High,SG,1,0,0,0,0,0.0,17,114706.72,6747.454117647059,0,0,1,0,0,11,SG,4.5,Medium,1,2,0.9826942,Critical,Compliance team intervention
406,Cooley-Martinez,Individual,Consulting,Low,SG,0,0,0,0,0,0.0,22,29637.53,1347.1604545454545,1,0,0,2,0,12,SG,2.0,Low,1,0,0.9972621,Critical,Compliance team intervention
407,Adkins Ltd,Corporate,Real Estate,Medium,LB,0,0,0,0,0,0.0,22,46681.52,2121.887272727273,0,0,0,2,0,10,LB,0.0,Low,0,1,0.0020628201,Low Risk,No action required
408,Bender Ltd,Individual,Crypto Exchange,High,UK,0,0,0,0,0,0.0,27,151554.97,5613.147037037037,0,0,0,0,0,11,UK,0.0,Low,0,2,0.0024185153,Low Risk,No action required
409,Lee LLC,Financial Institution,Casino/Gambling,High,NL,0,0,0,0,0,0.0,26,113518.03,4366.078076923077,0,0,0,3,0,12,NL,0.0,Low,0,2,0.0027768868,Low Risk,No action required
410,"Gomez, Larsen and Morris",Individual,Real Estate,Medium,AE,0,0,0,0,0,0.0,30,43903.76,1463.4586666666669,1,1,0,0,0,14,AE,2.0,Low,1,1,0.99811745,Critical,Compliance team intervention
411,Lopez-Washington,Financial Institution,Tech,Low,AE,0,0,0,0,0,0.0,27,48687.46,1803.2392592592591,1,0,0,0,0,9,AE,2.0,Low,1,0,0.996926,Critical,Compliance team intervention
412,Hughes Inc,Individual,Import/Export,Medium,CH,0,0,0,0,0,0.0,19,24833.49,1307.0257894736842,0,0,0,1,0,9,CH,0.0,Low,0,1,0.0018244105,Low Risk,No action required
413,"Davis, Schmidt and Page",Corporate,Casino/Gambling,High,CH,0,0,0,0,0,0.0,20,245234.94,12261.747,1,0,0,2,0,11,CH,2.0,Low,1,2,0.9981772,Critical,Compliance team intervention
414,"Arnold, Carlson and Lewis",Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0.0,21,336785.53,16037.406190476191,0,0,0,2,0,11,UK,1.5,Low,0,2,0.00425815,Low Risk,No action required
415,"Elliott, Walton and Mcdaniel",NGO,Defense/Arms,High,RU,0,0,0,1,1,0.0,38,217672.87,5728.233421052632,0,0,0,0,0,13,RU,3.5,Medium,0,2,0.008531289,Low Risk,No action required
416,Becker PLC,Individual,Energy/Oil,High,CH,0,0,0,0,1,0.0,24,58221.9,2425.9125,0,0,0,0,0,12,CH,1.5,Low,0,2,0.0014212291,Low Risk,No action required
417,"Gill, Love and Zavala",Corporate,Financial Services,Medium,JP,0,0,0,0,1,1.0,28,56876.28,2031.2957142857144,0,0,0,1,0,11,JP,11.5,Critical,1,1,0.9943487,Critical,Compliance team intervention
418,Hernandez Inc,Financial Institution,Import/Export,Medium,US,1,0,0,0,0,0.0,32,228750.21,7148.4440625,1,1,0,2,1,14,US,5.0,Medium,1,1,0.99963355,Critical,Compliance team intervention
419,"Evans, Compton and Hill",NGO,Import/Export,Medium,RU,0,0,0,1,0,0.0,26,57647.5,2217.2115384615386,1,0,0,2,0,14,RU,4.0,Medium,1,1,0.99883944,Critical,Compliance team intervention
420,"Hogan, Hernandez and Hernandez",Individual,Crypto Exchange,High,SG,0,0,0,0,0,0.0,23,262389.32,11408.231304347826,1,1,0,0,0,10,SG,2.0,Low,1,2,0.99790263,Critical,Compliance team intervention
421,Anderson Ltd,Corporate,Real Estate,Medium,DE,0,0,0,0,0,0.0,24,55276.22,2303.175833333333,0,0,0,0,0,12,DE,0.0,Low,0,1,0.002162994,Low Risk,No action required
422,Rose-Murphy,NGO,Tech,Low,JP,0,0,0,0,0,0.5,23,48324.22,2101.053043478261,1,0,0,3,0,11,JP,7.0,High,1,0,0.9983919,Critical,Compliance team intervention
423,Allen-Jones,NGO,Energy/Oil,High,IN,1,0,0,0,1,0.0,24,105065.06,4377.7108333333335,1,1,0,2,0,10,IN,6.5,High,1,2,0.9978399,Critical,Compliance team intervention
424,Rosales and Sons,Individual,Retail,Low,SY,0,0,0,1,0,0.0,22,39768.8,1807.6727272727276,0,0,1,2,0,10,SY,3.5,Medium,0,0,0.004297741,Low Risk,No action required
425,"Torres, Fletcher and Burch",Individual,Casino/Gambling,High,SY,0,0,0,1,0,0.0,25,253053.87,10122.1548,0,0,0,1,0,12,SY,2.0,Low,0,2,0.009596918,Low Risk,No action required
426,"Francis, Ramsey and Lee",Corporate,Crypto Exchange,High,CH,0,0,0,0,0,0.0,23,260699.2,11334.747826086958,0,0,1,4,0,10,CH,1.5,Low,0,2,0.004079304,Low Risk,No action required
427,"Simmons, Davis and Fletcher",Financial Institution,Real Estate,Medium,CA,0,0,0,0,0,0.0,28,69550.27,2483.9382142857144,0,0,0,1,0,12,CA,0.0,Low,0,1,0.0028715406,Low Risk,No action required
428,"Hall, Ward and Morales",Individual,Crypto Exchange,High,KP,0,0,1,1,0,0.0,22,93204.66,4236.575454545455,1,0,0,2,0,12,KP,6.0,High,1,2,0.9984414,Critical,Compliance team intervention
429,"Lee, Ellis and Ortiz",Individual,Import/Export,Medium,AU,0,0,0,0,0,0.0,30,75589.36,2519.6453333333334,0,0,0,1,0,12,AU,0.0,Low,0,1,0.002783951,Low Risk,No action required
430,"Mejia, Turner and Alexander",Corporate,Defense/Arms,High,RU,0,0,0,1,1,0.5,21,105362.64,5017.268571428572,0,0,0,2,0,11,RU,8.5,High,1,2,0.9946662,Critical,Compliance team intervention
431,Goodwin-Johnson,Individual,Energy/Oil,High,VE,0,0,0,1,1,0.0,16,92274.17,5767.135625,0,0,0,1,0,8,VE,3.5,Medium,0,2,0.007047813,Low Risk,No action required
432,Fox PLC,NGO,Real Estate,Medium,CN,0,0,0,0,0,0.0,18,37496.75,2083.152777777778,0,0,0,0,0,11,CN,0.0,Low,0,1,0.0022382385,Low Risk,No action required
433,Morgan-Smith,Individual,Real Estate,Medium,LB,0,0,0,0,0,0.0,15,24833.79,1655.586,0,0,0,0,0,8,LB,0.0,Low,0,1,0.0016634125,Low Risk,No action required
434,"Scott, Bowers and Wallace",Financial Institution,Import/Export,Medium,SD,0,0,0,1,0,0.0,26,47153.64,1813.6015384615384,0,0,0,2,0,12,SD,2.0,Low,0,1,0.006511281,Low Risk,No action required
435,"Keller, Thomas and Harris",NGO,NGO/Charity,High,US,0,0,0,0,0,0.5,26,190702.6,7334.715384615385,0,0,1,0,0,11,US,6.5,High,1,2,0.99498415,Critical,Compliance team intervention
436,"Carroll, Davidson and Casey",Financial Institution,Energy/Oil,High,JP,0,0,0,0,1,0.0,34,175757.45,5169.336764705883,1,1,0,2,0,13,JP,3.5,Medium,1,2,0.997601,Critical,Compliance team intervention
437,"Ross, Simpson and Taylor",Financial Institution,Tech,Low,FR,0,0,0,0,0,0.0,25,62127.17,2485.0868,1,0,0,0,0,11,FR,2.0,Low,1,0,0.9980388,Critical,Compliance team intervention
438,Lang-Schroeder,Financial Institution,Energy/Oil,High,SY,0,0,0,1,1,0.0,21,136760.86,6512.421904761904,0,0,0,2,0,12,SY,3.5,Medium,0,2,0.008946246,Low Risk,No action required
439,Klein PLC,Financial Institution,Financial Services,Medium,CH,0,0,0,0,1,0.0,26,41972.75,1614.3365384615386,1,0,0,0,0,13,CH,3.5,Medium,1,1,0.99850225,Critical,Compliance team intervention
440,Parker Inc,Financial Institution,Defense/Arms,High,IN,0,0,0,0,1,0.0,21,74604.07,3552.5747619047625,0,0,0,0,0,12,IN,1.5,Low,0,2,0.0032457598,Low Risk,No action required
441,Burke-Esparza,Individual,Retail,Low,FR,0,0,0,0,0,0.0,23,39998.63,1739.0708695652172,1,0,0,1,0,12,FR,2.0,Low,1,0,0.997584,Critical,Compliance team intervention
442,"Lewis, Decker and Price",Individual,Energy/Oil,High,US,0,0,0,0,1,0.0,25,158178.98,6327.1592,0,0,0,0,0,11,US,1.5,Low,0,2,0.00409895,Low Risk,No action required
443,Bennett-Perry,Corporate,Import/Export,Medium,RU,0,0,0,1,0,1.0,30,50333.57,1677.7856666666669,0,0,0,2,0,12,RU,12.0,Critical,1,1,0.99586225,Critical,Compliance team intervention
444,Carr-Obrien,Individual,Tech,Low,VE,0,0,0,1,0,0.0,26,36890.91,1418.881153846154,0,0,0,5,0,11,VE,2.0,Low,0,0,0.0053290525,Low Risk,No action required
445,Brown Ltd,Individual,Tech,Low,UK,0,0,0,0,0,0.0,19,34361.07,1808.4773684210527,0,0,0,2,0,11,UK,0.0,Low,0,0,0.0017184893,Low Risk,No action required
446,"Peck, Nguyen and Lewis",NGO,NGO/Charity,High,AF,0,0,0,0,0,0.0,27,51281.42,1899.311851851852,0,0,0,0,0,12,AF,0.0,Low,0,2,0.002152834,Low Risk,No action required
447,Larson Inc,Financial Institution,Casino/Gambling,High,IR,0,0,1,1,0,0.0,30,317711.35,10590.378333333332,0,0,0,0,0,13,IR,4.0,Medium,1,2,0.9929173,Critical,Compliance team intervention
448,Gibbs-Anthony,Individual,Financial Services,Medium,CA,0,0,0,0,1,0.0,14,36678.94,2619.924285714286,0,0,0,1,0,9,CA,1.5,Low,0,1,0.00253569,Low Risk,No action required
449,Arnold Group,Financial Institution,Import/Export,Medium,AE,0,0,0,0,0,0.0,27,49947.33,1849.9011111111115,0,0,0,2,0,10,AE,0.0,Low,0,1,0.0018323673,Low Risk,No action required
450,"Finley, Velez and Romero",Financial Institution,Casino/Gambling,High,CA,0,0,0,0,0,0.0,32,160947.41,5029.6065625,0,0,0,1,0,11,CA,0.0,Low,0,2,0.0013821331,Low Risk,No action required
451,Elliott Inc,Individual,Energy/Oil,High,AF,0,0,0,0,1,0.0,24,62101.14,2587.5475,1,1,0,2,0,10,AF,3.5,Medium,1,2,0.99555063,Critical,Compliance team intervention
452,Taylor Ltd,NGO,Defense/Arms,High,AU,0,0,0,0,1,0.0,26,132634.22,5101.316153846154,0,0,0,1,0,12,AU,1.5,Low,0,2,0.0025247002,Low Risk,No action required
453,"Fernandez, Brown and Clark",Financial Institution,Consulting,Low,KP,0,0,1,1,0,0.0,20,42889.02,2144.451,0,0,0,1,0,10,KP,4.0,Medium,1,0,0.99145484,Critical,Compliance team intervention
454,Anderson-Wallace,Financial Institution,Defense/Arms,High,CH,0,0,0,0,1,0.0,30,148332.06,4944.402,1,0,0,3,0,14,CH,3.5,Medium,1,2,0.9960943,Critical,Compliance team intervention
455,Rodriguez and Sons,Financial Institution,NGO/Charity,High,VE,0,0,0,1,0,0.0,24,268784.07,11199.33625,1,0,1,2,0,10,VE,5.5,High,1,2,0.9983859,Critical,Compliance team intervention
456,Palmer-Williams,NGO,Financial Services,Medium,UK,0,0,0,0,1,0.0,25,53349.72,2133.9888,0,0,0,0,0,10,UK,1.5,Low,0,1,0.0023112833,Low Risk,No action required
457,"Taylor, Holland and Wood",Individual,Import/Export,Medium,CH,0,0,0,0,0,0.0,27,51275.14,1899.0792592592595,0,0,0,3,0,13,CH,0.0,Low,0,1,0.0029671534,Low Risk,No action required
458,"Gonzales, Jones and Garrett",NGO,Defense/Arms,High,AU,0,0,0,0,1,0.0,20,87373.01999999999,4368.651,0,0,0,1,0,11,AU,1.5,Low,0,2,0.0036552,Low Risk,No action required
459,Mitchell Inc,Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0.0,19,57328.92,3017.311578947368,0,0,1,0,0,11,SG,1.5,Low,0,2,0.003391098,Low Risk,No action required
460,"Williamson, Simon and Adams",NGO,Financial Services,Medium,VE,0,0,0,1,1,0.5,23,50724.82,2205.426956521739,0,0,0,1,0,13,VE,8.5,High,1,1,0.9978077,Critical,Compliance team intervention
461,Norris Group,NGO,Real Estate,Medium,VE,0,0,0,1,0,0.0,30,69583.63,2319.4543333333336,0,0,0,0,0,11,VE,2.0,Low,0,1,0.0048403973,Low Risk,No action required
462,Young Ltd,NGO,Energy/Oil,High,SD,0,0,0,1,1,0.0,17,75533.64,4443.155294117647,0,0,0,2,0,12,SD,3.5,Medium,0,2,0.007316431,Low Risk,No action required
463,Brooks Group,Corporate,NGO/Charity,High,RU,0,0,0,1,0,0.0,34,356473.35,10484.510294117646,0,0,1,1,0,12,RU,3.5,Medium,0,2,0.0069449595,Low Risk,No action required
464,Spencer-Griffin,Individual,Defense/Arms,High,RU,0,0,0,1,1,0.0,23,172175.33,7485.883913043478,2,0,0,2,0,10,RU,7.5,High,1,2,0.99823356,Critical,Compliance team intervention
465,Phillips-Galloway,Financial Institution,Crypto Exchange,High,SG,0,0,0,0,0,0.0,27,50523.07,1871.2248148148149,0,0,0,0,0,11,SG,0.0,Low,0,2,0.0019559565,Low Risk,No action required
466,"Wells, Anderson and Stafford",Financial Institution,Tech,Low,FR,0,0,0,0,0,0.0,35,63250.03,1807.1437142857144,1,0,0,0,0,13,FR,2.0,Low,1,0,0.99804175,Critical,Compliance team intervention
467,Williams-Stewart,Corporate,NGO/Charity,High,KP,0,0,1,1,0,0.0,23,51592.09,2243.134347826087,0,0,0,1,0,11,KP,4.0,Medium,1,2,0.9879942,Critical,Compliance team intervention
468,Smith-Marquez,Individual,Tech,Low,FR,0,0,0,0,0,0.0,29,68124.75,2349.1293103448274,0,0,0,3,0,12,FR,0.0,Low,0,0,0.002260202,Low Risk,No action required
469,"Hernandez, Woods and Cooper",Corporate,NGO/Charity,High,DE,0,0,0,0,0,0.0,17,83493.56999999999,4911.386470588235,1,1,0,0,0,9,DE,2.0,Low,1,2,0.9963223,Critical,Compliance team intervention
470,Parker-King,Corporate,Defense/Arms,High,VE,0,0,0,1,1,0.5,21,144082.1,6861.052380952381,0,0,0,2,0,11,VE,8.5,High,1,2,0.99688053,Critical,Compliance team intervention
471,Chan-Smith,NGO,Consulting,Low,DE,0,0,0,0,0,0.0,29,39439.18,1359.971724137931,1,0,0,1,0,13,DE,2.0,Low,1,0,0.9982691,Critical,Compliance team intervention
472,Harrington Inc,NGO,Casino/Gambling,High,CH,0,0,0,0,0,1.0,27,222552.55,8242.687037037036,0,0,1,1,0,12,CH,11.5,Critical,1,2,0.9946202,Critical,Compliance team intervention
473,Flowers-Peters,Corporate,Tech,Low,KP,0,0,1,1,0,0.0,32,44732.88,1397.9025,0,0,0,0,0,10,KP,4.0,Medium,1,0,0.9872887,Critical,Compliance team intervention
474,"Bell, Perez and Chan",Corporate,Real Estate,Medium,KP,0,0,1,1,0,0.0,15,44142.61,2942.8406666666665,1,0,0,0,0,12,KP,6.0,High,1,1,0.99897563,Critical,Compliance team intervention
475,"Greer, Harrison and Smith",Individual,Financial Services,Medium,US,0,0,0,0,1,0.0,29,53479.22,1844.111034482759,0,0,0,4,0,13,US,1.5,Low,0,1,0.0029671534,Low Risk,No action required
476,Cain-Hernandez,NGO,Real Estate,Medium,AF,0,0,0,0,0,0.5,26,45918.91,1766.1119230769232,2,1,0,1,0,14,AF,9.0,High,1,1,0.999138,Critical,Compliance team intervention
477,Jordan Group,Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0.0,25,39001.55,1560.062,0,0,0,1,0,12,UK,1.5,Low,0,2,0.0033205668,Low Risk,No action required
478,Lopez Inc,Financial Institution,NGO/Charity,High,SY,0,0,0,1,0,0.0,21,120269.93,5727.139523809524,1,0,0,1,0,12,SY,4.0,Medium,1,2,0.9983456,Critical,Compliance team intervention
479,Bailey-Johnson,Financial Institution,Tech,Low,US,0,0,0,0,0,0.0,18,24085.82,1338.101111111111,0,0,0,0,0,9,US,0.0,Low,0,0,0.0015991689,Low Risk,No action required
480,Brown and Sons,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0.0,23,284734.25,12379.75,0,0,1,3,0,9,UK,1.5,Low,0,2,0.004079304,Low Risk,No action required
481,"Barnes, Palmer and Hernandez",NGO,Energy/Oil,High,AF,0,0,0,0,1,1.0,34,321639.15,9459.975,0,0,0,1,0,12,AF,11.5,Critical,1,2,0.99406886,Critical,Compliance team intervention
482,Johnson PLC,Corporate,Financial Services,Medium,CH,0,0,0,0,1,0.0,24,48526.98,2021.9575,0,0,0,2,0,10,CH,1.5,Low,0,1,0.0017114409,Low Risk,No action required
483,Combs Ltd,Corporate,Crypto Exchange,High,US,0,0,0,0,0,0.5,24,113502.15,4729.256249999999,0,0,0,0,0,11,US,5.0,Medium,1,2,0.993985,Critical,Compliance team intervention
484,Barrett-West,Individual,Consulting,Low,DE,0,0,0,0,0,0.0,19,37562.83,1976.9910526315791,2,2,0,0,0,13,DE,4.0,Medium,1,0,0.9985545,Critical,Compliance team intervention
485,"Gomez, Garner and Miller",NGO,Retail,Low,NL,0,0,0,0,0,0.5,15,26951.92,1796.7946666666664,0,0,0,1,0,11,NL,5.0,Medium,1,0,0.9936673,Critical,Compliance team intervention
486,"Hinton, Tucker and Simmons",Individual,Real Estate,Medium,DE,0,0,0,0,0,0.0,30,52420.38,1747.346,0,0,0,5,0,12,DE,0.0,Low,0,1,0.0020423108,Low Risk,No action required
487,Newman-Cabrera,NGO,Defense/Arms,High,UK,0,0,0,0,1,1.0,24,136531.74000000002,5688.822500000001,0,0,1,2,0,10,UK,13.0,Critical,1,2,0.99507624,Critical,Compliance team intervention
488,"Walton, Wang and Harper",Individual,Tech,Low,AU,0,0,0,0,0,0.0,30,69824.25,2327.475,0,0,0,2,0,12,AU,0.0,Low,0,0,0.0020202615,Low Risk,No action required
489,"Woods, Smith and Kim",Corporate,Real Estate,Medium,NL,0,0,0,0,0,0.0,20,29907.11,1495.3555,0,0,0,0,0,8,NL,0.0,Low,0,1,0.0016634125,Low Risk,No action required
490,Taylor Ltd,NGO,Real Estate,Medium,LB,0,0,0,0,0,0.0,18,32253.16,1791.8422222222223,0,0,1,1,0,9,LB,1.5,Low,0,1,0.0019495339,Low Risk,No action required
491,Marshall-Stevenson,Financial Institution,Real Estate,Medium,US,0,0,0,0,0,0.0,22,46771.84,2125.9927272727277,1,0,0,2,0,13,US,2.0,Low,1,1,0.99822897,Critical,Compliance team intervention
492,Garcia-Miller,Corporate,Financial Services,Medium,VE,1,0,0,1,1,1.0,25,246845.14,9873.8056,0,0,0,1,0,10,VE,16.5,Critical,1,1,0.9993781,Critical,Compliance team intervention
493,"Sullivan, Jacobs and Hopkins",Financial Institution,Retail,Low,FR,0,0,0,0,0,0.0,26,47732.62,1835.87,0,0,0,2,0,11,FR,0.0,Low,0,0,0.0021518131,Low Risk,No action required
494,Cooper LLC,Corporate,Retail,Low,KP,0,0,1,1,0,0.5,29,61383.6,2116.6758620689657,0,0,1,4,0,12,KP,10.5,Critical,1,0,0.9967229,Critical,Compliance team intervention
495,Rose-Lee,Financial Institution,Import/Export,Medium,CA,0,0,0,0,0,0.0,28,47467.21,1695.2575,4,2,0,2,0,15,CA,8.0,High,1,1,0.9981201,Critical,Compliance team intervention
496,Gonzalez-Bailey,Individual,Real Estate,Medium,AE,0,0,0,0,0,0.0,22,58341.98,2651.908181818182,0,0,1,1,0,9,AE,1.5,Low,0,1,0.002907371,Low Risk,No action required
497,"Gilmore, Petersen and Walsh",NGO,Defense/Arms,High,JP,0,0,0,0,1,0.0,27,274551.73,10168.582592592593,0,0,0,0,0,9,JP,1.5,Low,0,2,0.003173366,Low Risk,No action required
498,Miller-Baker,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0.0,32,141500.69,4421.8965625,0,0,1,0,0,10,UK,1.5,Low,0,2,0.0024676237,Low Risk,No action required
499,Gonzales LLC,NGO,Crypto Exchange,High,SY,0,0,0,1,0,0.0,23,203141.26,8832.228695652175,0,0,0,1,0,9,SY,2.0,Low,0,2,0.008214641,Low Risk,No action required
500,"Allen, Castillo and Thompson",Financial Institution,Casino/Gambling,High,CA,1,0,0,0,0,0.0,22,54392.61,2472.391363636364,0,0,0,0,0,12,CA,3.0,Medium,1,2,0.957148,Critical,Compliance team intervention
501,Patel-Avila,Financial Institution,Real Estate,Medium,NL,0,0,0,0,0,0.0,19,32512.22,1711.1694736842103,0,0,0,1,0,11,NL,0.0,Low,0,1,0.002019235,Low Risk,No action required
502,Robinson Group,NGO,Real Estate,Medium,SY,0,0,0,1,0,0.0,31,72474.28,2337.88,0,0,0,4,0,10,SY,2.0,Low,0,1,0.005239992,Low Risk,No action required
503,Ruiz and Sons,Financial Institution,Crypto Exchange,High,SG,0,0,0,0,0,0.0,30,325461.7,10848.723333333332,0,0,0,2,0,15,SG,0.0,Low,0,2,0.004381473,Low Risk,No action required
504,Grant-Thornton,Individual,Import/Export,Medium,RU,0,0,0,1,0,0.0,27,50139.85,1857.0314814814813,0,0,0,3,0,12,RU,2.0,Low,0,1,0.0052652485,Low Risk,No action required
505,Hart LLC,NGO,Energy/Oil,High,SD,0,0,0,1,1,0.0,26,70028.36,2693.3984615384616,0,0,1,3,0,12,SD,5.0,Medium,0,2,0.0044390196,Low Risk,No action required
506,Kidd Inc,Individual,Consulting,Low,DE,0,0,0,0,0,0.0,33,58996.24,1787.7648484848485,1,1,0,5,0,12,DE,2.0,Low,1,0,0.9971591,Critical,Compliance team intervention
507,Cain-Taylor,Individual,Energy/Oil,High,NL,0,0,0,0,1,0.0,32,169562.04,5298.81375,0,0,1,0,0,15,NL,3.0,Medium,0,2,0.002725654,Low Risk,No action required
508,"Rogers, Figueroa and Garcia",NGO,Energy/Oil,High,VE,0,0,0,1,1,1.0,24,195556.5,8148.1875,1,1,0,1,0,12,VE,15.5,Critical,1,2,0.9988619,Critical,Compliance team intervention
509,Hernandez and Sons,NGO,Casino/Gambling,High,SY,0,0,0,1,0,0.5,20,182551.07,9127.553499999998,0,0,0,1,0,9,SY,7.0,High,1,2,0.9969278,Critical,Compliance team intervention
510,Gonzalez-Brennan,Financial Institution,Energy/Oil,High,RU,0,0,0,1,1,0.0,23,155858.24,6776.445217391304,0,0,0,1,0,10,RU,3.5,Medium,0,2,0.007602731,Low Risk,No action required
511,Simpson-Browning,Corporate,Consulting,Low,VE,0,0,0,1,0,0.0,28,50628.78,1808.1707142857144,0,0,0,1,0,11,VE,2.0,Low,0,0,0.0050199707,Low Risk,No action required
512,Baker-Jones,Financial Institution,Real Estate,Medium,RU,0,0,0,1,0,0.0,23,34678.15,1507.7456521739132,0,0,0,1,0,12,RU,2.0,Low,0,1,0.006287488,Low Risk,No action required
513,Sanders LLC,Financial Institution,Consulting,Low,CA,0,0,0,0,0,0.0,31,71206.84,2296.9948387096774,0,0,0,0,0,12,CA,0.0,Low,0,0,0.0019725647,Low Risk,No action required
514,"Morris, Lane and Davis",Individual,Retail,Low,JP,0,0,0,0,0,0.0,30,75578.59,2519.286333333333,0,0,0,3,0,13,JP,0.0,Low,0,0,0.002762238,Low Risk,No action required
515,Anderson LLC,Financial Institution,Casino/Gambling,High,US,0,0,0,0,0,0.0,27,148947.78,5516.584444444445,0,0,1,3,0,11,US,1.5,Low,0,2,0.0021265512,Low Risk,No action required
516,"Moore, Davidson and Newton",Financial Institution,Financial Services,Medium,AF,0,0,0,0,1,0.0,17,25735.71,1513.865294117647,0,0,0,1,0,10,AF,1.5,Low,0,1,0.0018244105,Low Risk,No action required
517,Schwartz-Stewart,Financial Institution,Defense/Arms,High,KP,0,0,1,1,1,0.0,25,196732.76,7869.3104,0,0,0,2,0,11,KP,5.5,High,1,2,0.9925092,Critical,Compliance team intervention
518,"Snyder, Osborne and Pineda",Financial Institution,Consulting,Low,DE,0,0,0,0,0,0.0,27,68813.24,2548.6385185185186,1,1,0,2,0,11,DE,2.0,Low,1,0,0.9975623,Critical,Compliance team intervention
